site_id,nom_site,commune,departement,pays,type_site,longitude,latitude,x_l93,y_l93,periode,sous_periode,datation_debut,datation_fin,confiance,source,description,bibliographie
CAG68_wettolsheim_703de1f0,Koenigsbreite,Wettolsheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"8* (009 AH) - Au lieu-dit Koenigsbreite, en 1929, L.  Sig  a  découvert  des
substructions et des restes  de  murs  d’un  bâtiment  apparemment  incendié
(charbons de bois, cendres, tegulæ calcinées).  Les  vestiges  recueillis  à
proximité sont : des céramiques romaines, des ossements animaux, 4  monnaies
celtiques et 67  monnaies  en  bronze  datant  des  règnes  des  Antonins  à
Constantin Ier : Dict. Comm.,  1982,  p. 1605 ;  - Ch.  Bonnet,  S.  Plouin,
1993, p. 157, fig. 2, n° 18.",
CAG68_wettolsheim_54709dc8,Koenigsbreite,Wettolsheim,68,FR,,,,,,,,,,LOW,CAG 68 — Haut-Rhin (M. Zehner),"9*  (007  AH)  -  Non  loin  de  cette  première  découverte,  au   lieu-dit
Koenigsbreite, en 1931, on mentionne la découverte de  15  lingots  de  fer.
Des fouilles sommaires ont été effectuées par L. Sig avec  l’aide  de  F.-A.
Schaeffer et Aug. Scherlen. Les lingots ont  été  recueillis  au  milieu  de
cendres, de charbons de bois et de terre  rubéfiée.  A  proximité  de  cette
trouvaille a été mise au jour une zone riche  en  tessons  et  en  ossements
animaux et humains, dont un crâne. Nous ne  pouvons  affirmer  qu’il  existe
une relation entre les deux découvertes. Les lingots sont épais et  courts :
ils sont de . Ils pèsent entre 9,5 et 11,5 kg. Au sujet des lingots de  fer,
cf. Colmar, n° 066, Gare des Marchandises. Musée d’Unterlinden,  Colmar  (14
lingots, Am 123). Musée Archéologique de Strasbourg (1 lingot, 38.679) : L.-
G. Werner, 1930a, p. 21 ; - L. Sig, 1935 ;  - O.  Kleemann,  1981 ;  - Dict.
Comm., 1982, p. 1605 ; - Ch. Bonnet, S. Plouin,  1993,  p. 157-158,  fig. 2,
n° 16 ; - G. Kurz, 1995, p. 195, n° 948.",
CAG68_wettolsheim_748a6476,Auesseres Kreuzfeld,Wettolsheim,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"10* (003 AH) - Au  lieu-dit  Auesseres  Kreuzfeld,  au  sud-est  de  l’usine
Ricoh, on a découvert, en 1987, un puits romain. L’enchemisement du  conduit
était réalisé en pierres sèches sur une profondeur  de  2 m.  Le  puits  fut
probablement abandonné à la fin du Ier siècle  apr.  J.-C.  Son  remplissage
contenait une grande quantité de scories  de  fer,  indices  d’une  activité
métallurgique à proximité. Autour de  cette  structure,  d’autres  mobiliers
ont été recueillis, notamment une monnaie en bronze de Constantin  II,  mais
l’ensemble des  vestiges  en  dur  semble  avoir  disparu.  Par  conséquent,
l’habitat pourrait avoir perduré assez  longtemps  après  le  comblement  du
puits.
Ces  deux  phases  d’occupation  sont  également  présentes  sur   le   site
d’Eguisheim, au lieu-dit Muhlengarten (n° 078, 011  AH),  d’où  proviendrait
une voie romaine sur laquelle une coupe a été pratiquée au  lieu-dit  Vieweg
(006  AP,  042  AH),  immédiatement  au  sud  de  la  fouille  de  Auesseres
Kreuzfeld.  Les  vestiges  de  ce  site  peuvent  être   interprétés   comme
l’extension d’un habitat romain dispersé le long de la voie antique  appelée
Alte Strasse (Eguisheim, n° 078, Alte Strasse, 006 AH).  Cette  dernière  se
confond avec la D 1bis  et  passerait  à  l’ouest  de  l’habitat  romain  de
Wettolsheim, longeant les  collines  sous-vosgiennes.  Musée  d’Unterlinden,
Colmar : K. Gutmann, 1902a, p. 69, pl. II ; - R.  Forrer,  1927a,  p. 35-38,
fig. 10, fig. 21 a-b, fig. 22 ; - L.-G. Werner, 1930-1931a,  p. 497 ;  1936-
1937b, p. 549 ;  - J.-J.  Hatt,  1946-1949,  p. 785-786 ;  - Chr.  Jeunesse,
1988, p. 58-59, fig. 47-48 ; - Ch. Bonnet, S. Plouin, 1993, p. 157,  fig. 2,
n° 18 et 20 ; 1995, p. 91, fig. 1, n° 19 et 23.",
CAG68_wettolsheim_69f0a57b,Kuhweid,Wettolsheim,68,FR,DEPOT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"11* (006 AH) - Au lieu-dit  Kuhweid,  le  long  de  l’Alte  Strasse  décrite
supra, on a découvert, en  1921,  un  trésor  monétaire  constitué  de  1138
monnaies en argent déposées dans un pot en terre  cuite  de  couleur  grise,
placé au-dessous ou scellé par une plaque d’argile (ce  détail  a  également
été observé à Lutterbach, n° 195, au lieu-dit  Bierenthal),  laquelle  était
recouverte d’une pierre plate et allongée, interprétée par  F.-A.  Schaeffer
comme  un  seuil.  Les  substructions  d’une  maison  assez  grande   furent
découvertes au même endroit. La plupart  des  pièces  de  monnaie  sont  des
folles saucés d’argent, déposés dans le vase  sous  forme  de  rouleaux.  Ce
dépôt contenait : 2  Probus,  91  Dioclétien,  114  Maximien,  96  Constance
Chlore, 115 Galère Maximien, 19 Sévère,  79  Maximin  Daia,  83  Maxence,  1
Romulus, 56 Licinius Père et 482 Constantin Ier. F.-A. Schaeffer  a  procédé
à l’examen des ateliers monétaires présents dans le trésor et place sa  date
d’enfouissement autour de 313 apr. J.-C.,  probablement  à  la  suite  d’une
invasion germanique  citée  par  Eumène.  Cet  habitat  romain,  qui  a  été
incendié,  fait  partie  d’un  ensemble  de  villæ  construites  autour   du
d’Eguisheim.  Musée  Archéologique  de  Strasbourg  (392  pièces),   Cabinet
numismatique de la Bibliothèque Universitaire de  Strasbourg  (700  pièces).
46 pièces avaient été données au propriétaire  du  terrain,  M.  Erhart.  15
pièces ont disparu. Un inventaire et une étude détaillée des  monnaies  sont
parus dans F.-A. Schaeffer (1926) : F.-A. Schaeffer, 1923 ;  1926 ;  - L.-G.
Werner, 1926a,  p. 32,  n° 20 ;  - Aug.  Scherlen,  1929b,  p. 11 ;  - Dict.
Comm., 1982, p. 1605 ; - Ch. Bonnet, S. Plouin,  1993,  p. 156-157,  fig. 2,
n° 19.",
CAG68_wettolsheim_11a03bfa,Zankacker,Wettolsheim,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"12* (004, 005 AH) - Au lieu-dit Zankacker, L. Sig mentionne  l’existence  de
2 puits, le premier découvert en 1924,  le  deuxième  en  1932.  Le  premier
puits a été dégagé dans  une  plantation  de  vignes,  à  100 m  au  sud  du
château,  actuellement  recouvert  par  un  lotissement.  Une  grande  dalle
servait de couvercle à un puits vide, encore utilisable. L’eau  apparaissait
à 4 m de profondeur. L’enchemisement était construit en pierres  sèches.  Le
deuxième puits a été mis au jour lors de la construction d’une  maison.  Son
aménagement était identique au premier. Un rouet en  bois  de  forme  carrée
soutenait  l’enchemisement  circulaire  en  pierres  sèches.  Il  avait  une
hauteur de 7,50 m et un diamètre de  1,40 m.  Le  comblement  était  composé
d’un grand nombre d’ossements animaux. Une source orale signale la  présence
de plusieurs crânes de bouquetins (?)  (Ch.  Bonnet,  S.  Plouin,  1993).  A
proximité de ce puits, L.  Sig  mentionne  l’existence  de  grandes  pierres
alignées, disposées selon un plan quadrangulaire, qui devaient  probablement
supporter des sablières en bois. Il est difficile de dater  ces  puits  avec
les informations recueillies par L. Sig. Aucun  matériel  daté  de  l’époque
romaine n’a été signalé. Les vestiges de substructions  alentour  pourraient
tout aussi bien correspondre à des aménagements médiévaux ou modernes, peut-
être liés à l’ancien château de Wettolsheim. Le comblement du  second  puits
n’a apparemment pas livré de matériel romain  conséquent,  à  savoir  de  la
sigillée ou des monnaies ; elles auraient  probablement  été  signalées.  De
plus, il est singulier de rencontrer des puits romains non comblés que  l’on
pourrait encore utiliser de nos jours. Sans être totalement  impossible,  ce
scénario  semble  pourtant  insolite  dans  notre  région :   Comptes-rendus
manuscrits de l’abbé L. Sig, Musée d’Unterlinden,  Colmar ;  - Dict.  Comm.,
1982, p. 1605 ; - Ch. Bonnet, S. Plouin, 1993,  p. 156,  fig. 2,  n° 14a  et
14b.",
CAG68_wettolsheim_8abc8fcf,"13* (002 AH) - Dans la rue Herzog, à l’ouest du village, à proximité de la bifurcation de la route de Colmar et du ch",Wettolsheim,68,FR,NECROPOLE,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"13* (002 AH) - Dans la rue Herzog, à l’ouest du village, à proximité  de  la
bifurcation de la route de Colmar et du  chemin  venant  d’Eguisheim,  on  a
découvert  en  1926  un  cimetière  mérovingien.  Certaines  tombes  étaient
perturbées et les sépultures semblent  avoir  été  réunies  dans  une  fosse
commune à une époque indéterminée. La plupart des tombes étaient  en  pleine
terre, d’autres étaient constituées  de  dalles,  souvent  recouvertes  d’un
couvercle qui était plat d’un côté et bombé  de  l’autre.  Il  s’agit  d’une
réutilisation d’éléments architectoniques romains. Certaines de  ces  dalles
présentaient des trous ayant servi à l’insertion de tiges en  fer  destinées
à les relier entre elles. R. Forrer signale que ce type de dalles servait  à
couvrir les murailles des castra (castrum d’Eguisheim ?). Un  cas  similaire
a été observé à Horbourg-Wihr (n° 145). Une tombe en  dalles  exceptionnelle
a  été  mise  au  jour.  La  dalle-couvercle  était  décorée  d’une  gravure
ressemblant à une . Le  squelette  était  très  mal  conservé.  Le  mobilier
funéraire était composé d’une châtelaine (long. :  79 cm ;  inv.  37.356)  à
éléments en bronze et chaînes latérales en  fer  (fig. 215),  de  breloques,
d’une cuiller romaine en bronze, de perles en  verre  opaque  uni  incrusté,
d’une monnaie en bronze de Constance,  d’une  monnaie  en  bronze  de  Marc-
Aurèle. Les trois chaînes se terminaient par des tiges en bronze  (amulettes
ou ). La défunte était également parée d’un collier de 143 perles  en  ambre
et en pâte de verre opaque unie, de  forme  biconique  (rouge,  vert,  jaune
citron), de 81 perles cubiques pointées et de nombreuses petites  perles  en
terre cuite  (inv.  37.355) ;  d’une  fibule  quadrilobée  en  or  munie  de
cabochons en pâte de verre couleur saphir, rubis et  émeraude  et  ornée  de
filigranes (inv.  37.357) ;  d’une  fibule  en  trompette  en  bronze  (inv.
37.358) ; d’une paire  de  boucles  d’oreille  en  bronze  plaqué  or  (inv.
37.359) ; d’une plaque-boucle en fer (inv. 37.360, 37.361,  37.362) ;  de  2
languettes de courroie en fer (inv. 37.363  et  37.364) ;  d’une  virole  de
couteau en bronze (inv. 37.365)  et  d’un  couteau  en  fer  (inv.  37.366).
L’ensemble de cette parure franque peut être daté du second  tiers  du  VIIe
siècle. Musée Archéologique de Strasbourg,  n° inv.  37.355  à  37.366 :  R.
Forrer, 1927b ; 1934b, carte ; - B. Arbogast, 1976, p. 67-68, pl. 62,  n° 1-
10, pl. C7 ; - Dict. Comm., 1982, p. 1605 ; - M. Châtelet, 1997, II.",
CAG68_wickerschwihr_b3ed9780,Sud Liesfeld,Wickerschwihr,68,FR,TUMULUS,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(001 AH) - Au lieu-dit Sud  Liesfeld,  en  1988,  R.  Goguey  a  détecté  la
présence d’un tumulus. Ce site se prolonge sur  la  commune  de  Holtzwihr :
plusieurs autres tumulus et une série de  fosses  y  ont  été  photographiés
(cf. Holtzwihr, n° 143, A l’est de la  commune) :  Prospection  aérienne  R.
Goguey, 1988. Information Carte Archéologique, S.R.A. Strasbourg.",
CAG68_widensohlen_5be8a698,"(005 AH) - Le village est mentionné pour la première fois dans un document daté de 777, signalant le don de l’abbé",Widensohlen,68,FR,TUMULUS,,,,,HALLSTATT,Ha D1,-620,-540,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(005 AH) - Le village est mentionné pour la première fois dans  un  document
daté de 777, signalant  le  don  de  l’abbé  Fulrad  de  ses  propriétés  de
Widensola à l’abbaye de Saint-Denis : Dict. Comm., 1982, p. 1612.

Sur le ban communal a été découvert un bracelet à tampons en  bronze  massif
décoré de sept stries longitudinales (diam. : 6-8 cm ;  poids :  155 g).  Il
date du Hallstatt D1. Des  tumulus  ont  été  repérés  à  proximité  sur  la
commune d’Andolsheim (n° 007, Husarenbrunnen) et au Kastenwald (cf.  infra).
Peut-être le bracelet provient-il d’une des sépultures  contenues  dans  les
tertres ? Musée d’Unterlinden, Colmar, n° inv. Ae 106 :  F.-Ch.  Faudel,  G.
Bleicher, 1883-1885, p. 42 ; - A.W. Naue,  1905,  p. 398-399,  n° 13 ;  - S.
Plouin,  M.-P.  Koenig,  1990,  p. 21,  fig. 7,  n° 5,  p. 24  (classé  sous
Andolsheim).",
CAG68_widensohlen_594fc212,"(001, 003 AH) - Dans la forêt du Kastenwald, Ch. Bonnet et M. Jehl signalent la présence de 3 tumulus (fig. 18",Widensohlen,68,FR,TUMULUS,,,,,HALLSTATT,Ha C,-800,-620,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(001, 003 AH) -  Dans  la  forêt  du  Kastenwald,  Ch.  Bonnet  et  M.  Jehl
signalent la présence de 3 tumulus (fig. 18, p. 93). 2 tertres étaient  déjà
signalés par Schoepflin-Ravenèz en 1851 et par F.X. Kraus en 1884.  Seuls  2
tertres ont été fouillés en  1957.  L’un  d’eux  (diam. :  25,5 m ;  haut. :
1,30 m) présentait  un  cratère  au  centre.  La  fouille  n’a  donné  aucun
résultat. Il semblerait que ce ne soit qu’un  amas  de  gravier.  Le  second
tumulus (001 AH, diam. : 35 m ; haut. : 2 m) a livré une sépulture  centrale
qui avait déjà été pillée. Elle renfermait des tessons  céramiques,  dont  1
grande urne polychrome, 2 coupes décorées, 1 tasse et  les  fragments  d’une
coupelle qui prouvent l’existence d’une sépulture centrale  du  Hallstatt C.
La découverte dans la zone centrale de fragments d’un  brassard-tonnelet  et
d’une  boucle  d’oreille  de  type  rubané  établit  une   réoccupation   au
Hallstatt D1.  Les  fragments  d’une  plaque  de  ceinture  en   bronze   se
rapportent  à  une  sépulture  du  Hallstatt D2.  4  tombes  secondaires,  à
proximité de la tombe centrale, ont été mises  au  jour.  L’une  d’elles  ne
contenait que quelques ossements humains épars. Une  seconde  présentait  un
lit de gros galets (3,10 x 1,50 m ; épais. : 30-50 cm) sur  lequel  reposait
une inhumation, probablement en décubitus dorsal, dont  il  ne  restait  que
les os longs. Le mobilier  funéraire  se  limitait  apparemment  à  quelques
tessons de céramique de couleur noire. La troisième sépulture  (inhumation),
orientée nord-sud, bien mieux conservée  que  les  précédentes,  a  livré  3
anneaux en bronze massif (Hallstatt D2), 1 épingle à tête sphérique  et  des
tessons, dont 1 tasse à anse, des  écuelles  et  des  urnes  à  décor  gravé
(fig. 216). Les céramiques avaient subi un bris rituel. Au-dessus  de  cette
inhumation,  une  autre  sépulture  a  été  signalée.  Elle  est  très   mal
conservée : il ne restait plus que quelques miettes de bronze, 1  bouton,  1
fragment de bracelet, 1 fragment  de  boucle  d’oreille  et  1  grande  urne
polychrome datée de l’époque hallstattienne. Musée  d’Unterlinden,  Colmar :
Schoepflin-Ravenèz, 1849-1851, III, p. 62 ;  - F.X.  Kraus,  1884,  p. 694 ;
- M. Jehl, Ch. Bonnet, 1954a,  fig. 1 ;  1958,  p. 17-22,  fig. 10,  13-16 ;
1966b, p. 10, fig. 1B et fig. 6 ;  -  B.  Normand,  1981,  p. 442 ;  - Dict.
Comm., 1982, p. 1611 ; - Ch. Bonnet, S. Plouin, Fr.  Lambach,  1997,  p. 18-
19, fig. 1, n° 4-5, p. 23-25, fig. 5, p. 30, tabl. 1, n° 4-5.","On mentionne l’existence d’un quatrième  tertre,  situé  près  du  canal  de
Widensohlen. Il n’a pas été fouillé : Ch. Bonnet, S.  Plouin,  Fr.  Lambach,
1997, p. 18, fig. 1, n° 6, p. 30, tabl. 1, n° 6."
CAG68_widensohlen_51e860b9,Hanfland Est,Widensohlen,68,FR,,,,,,GALLO_ROMAIN,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(007 AH) - Au lieu-dit Hanfland Est,  A.  Maurer  a  découvert  en  1992  la
présence de vestiges d’époque  romaine :  Prospection  au  sol.  Information
Carte Archéologique, S.R.A. Strasbourg.",
CAG68_widensohlen_e8a88ba9,Bruckenleimegrube,Widensohlen,68,FR,HABITAT,,,,,,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"(008 AH) - Au lieu-dit Bruckenleimegrube, R. Goguey mentionne la  découverte
d’une série de fosses rondes formant des lignes :  Prospection  aérienne  R.
Goguey, 1988. Information Carte Archéologique, S.R.A. Strasbourg.",
CAG68_wihr-au-val_eeded3e6,"(003 AH) - A l’emplacement de la chapelle Sainte-Barbe, on mentionne la présence, en 1973, de céramique commune rom",Wihr-au-Val,68,FR,NECROPOLE,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"(003 AH) - A l’emplacement de la  chapelle  Sainte-Barbe,  on  mentionne  la
présence, en 1973, de céramique commune romaine et de quelques  tegulæ.  Des
monnaies romaines avaient déjà été découvertes dans la commune au  début  du
siècle : 1 quinaire de la République (A/ PANSA et tête d’Apollon à  droite ;
R/ C. VIBIUS C.), 1 grand bronze de Nerva et  1  follis  de  Gratien.  Musée
Archéologique de Strasbourg, n° inv.  36119 :  C.  Goehner,  1924,  p. 240 ;
- Ch. Bonnet, 1977, p. 5 ; - Dict. Comm., 1982,  p. 1614 ;  - G.  Leser,  J.
Sainty, B. Schnitzler, 1983, p. 15 ; - Ch.  Bonnet,  S.  Plouin,  1991-1992,
p. 8, fig. 1, n° 7.","On signale la découverte de tombes  dans la commune : G. Leser,  J.  Sainty,
B. Schnitzler, 1983, p. 16."
CAG68_wintzenheim_90706948,Linsenbrunnen-Hohlandsberg,Wintzenheim,68,FR,OPPIDUM,,,,,HALLSTATT_LA_TENE,,-800,-25,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"3* (002 AP) - Au lieu-dit Linsenbrunnen-Hohlandsberg, Ch. Bonnet et M.  Jehl
ont découvert en 1970 une station d’altitude de l’âge du  Bronze  (fig. 217,
p. 314). Elle coiffe le sommet de la montagne, aujourd’hui occupé en  partie
par le Château du Hohlandsberg, jusqu’au contrebas du  sommet,  à  proximité
de la source appelée Linsenbrunnen. Une série  de  maisons  adossées  à  une
enceinte et un  four  de  potier  ont  été  fouillés  de  1971  à  1973.  La
fourchette chronologique du  mobilier  recueilli  sur  le  site  englobe  le
Bronze moyen et final. Quelques tessons du Hallstatt ancien  (jattes,  vases
gravés ou peints en rouge, décors graphités) ont  également  été  recueillis
sur la pente est du Hohlandsberg en 1973. Mais aucune structure  ne  peut  y
être  rattachée.  Il  en  est  de  même  pour  La   Tène   ancienne.   Musée
d’Unterlinden, Colmar : M. Jehl, Ch. Bonnet,  1971 ;  - Ch.  Bonnet,  1971 ;
1974 ; - Gallia, 1974, p. 372 ; - Ch. Bonnet,  1976-1977,  p. 12-16 ;  - Fr.
Pétry, 1979a, p. 8 ; - B. Normand, 1981, p. 443.",
CAG68_wintzenheim_f181a0f9,Obersoedlen,Wintzenheim,68,FR,NECROPOLE,,,,,HALLSTATT,Ha D2,-540,-500,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"4* (001 AH) - Au lieu-dit Obersoedlen, des fouilles ont été menées  en  1969
et 1975 par M.  Jehl  et  Ch.  Bonnet.  Une  première  occupation  datée  du
Hallstatt D2 a été observée. Il s’agit d’une incinération : les  cendres  du
défunt étaient contenues dans une urne à col dont la lèvre a  été  tronquée.
Une fibule à timbale et les fragments d’une seconde ont été déposés dans  la
céramique.
A l’époque romaine, cette sépulture a été  perturbée  par  une  tranchée  de
fondation d’une villa  (fig. 218).  Une  salle  rectangulaire  (12  x  9 m),
renforcée du petit côté est par de solides contreforts, a été mise au  jour.
Parallèlement au mur est, les fouilleurs ont observé une rangée de  supports
de piliers, vestiges de la colonnade formant la galerie-façade du  bâtiment.
Au sud de cette salle, une pièce plus grande a été découverte (32  x  12 m).
La salle nord n’a pas pu être observée.  Les  murs  ont  été  construits  en
petit appareil conservé sur une hauteur moyenne de 1 m  et  une  largeur  de
0,90 à 1 m. Il s’agit de fondations ;  il  ne  subsiste  plus  aucun  niveau
d’habitat. Des vestiges archéologiques ont été recueillis à  l’extérieur  du
bâtiment, le long du mur ouest. On note la présence de  crépi  peint  et  de
revêtement  de  marbre  coloré,  mais  également   de   nombreux   fragments
d’amphores,  d'une  petite  boucle  de  ceinture  en  fer,  d'une  fibule  à
charnière, d'une  série  de  Drag.  37  dont  l’un  porte  la  signature  de
Verecundus ; d’autres fragments sont attribuables à la main  de  Cibisus  ou
de Januarius  II.  La  majorité  des  tessons  de  sigillée  proviennent  de
Rheinzabern. Cet échantillon permet de dater  l’occupation  de  la  deuxième
moitié du IIe siècle apr. J.-C. Le site a été détruit par un incendie  à  la
fin de la période antonine. Une seconde phase d’occupation  a  été  observée
dans le bâtiment. Il s’agit  d’un  bloc  carré  maçonné  et  surajouté  dans
l’angle nord-ouest de la grande salle ; il a été interprété  comme  l’assise
d’une tour de guet érigée lors des incursions germaniques. Il est  vrai  que
la position dominante du site, en hauteur sur les collines  sous-vosgiennes,
permettant d’observer la plaine à l’est et l’entrée de la vallée de  Munster
au nord, en fait une place de choix. Mais aucun  matériel  archéologique  ne
vient corroborer cette hypothèse fort tentante. Cette villa était  alimentée
en eau par une canalisation en terre cuite  encore  en  place.  D’après  les
propriétaires de la vigne, elle continue à débiter de l’eau et  alimente  le
ruisseau appelé Södelbach, au nord du site :  Ch.  Bonnet,  1971,  p. 8-10 ;
1972 ; - Gallia, 1972, p. 384, fig. 9 ; - Ch. Bonnet, 1977, p. 5-7,  fig. 1-
6 ; - Fr. Pétry, 1979a, p. 30 ;  - Ch.  Bonnet,  S.  Plouin-Mantzer,  1979a,
p. 7, fig. 9 ; - G. Kuhnle, 1991, II, p. 101-102 ; - Ch. Bonnet, S.  Plouin,
1991-1992, p. 8, fig. 1, n° 11 ; 1993, p. 151-152, fig. 2, n° 11, fig. 5.",
CAG68_wintzenheim_840cd178,Baerenthal,Wintzenheim,68,FR,DEPOT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"5* (008 AH) - Au lieu-dit Baerenthal, Ch. Bonnet signale  la  découverte  de
tegulæ : Prospection au sol Ch. Bonnet,  1950 ;  - Ch.  Bonnet,  S.  Plouin,
1993, p. 151, fig. 2, n° 9.

6* Au lieu-dit Husenfeld, , on a  découvert,  en  octobre  1901,  un  trésor
composé d’une trentaine de  monnaies  romaines  aujourd’hui  disparues.  Des
découvertes de mobilier romain avaient déjà été signalées au siècle  dernier
par Schelbaum (cf.  Turckheim,  n° 338,  Husenfeld) :  L.-G.  Werner,  1917,
p. 853, n° 5 ; 1926a, p. 32, n° 21 ; - Ch. Bonnet, S. Plouin, 1993,  p. 151.",
CAG68_wintzenheim_f4cbebc0,Krappenfels,Wintzenheim,68,FR,,,,,,BRONZE_FINAL,,,,MEDIUM,CAG 68 — Haut-Rhin (M. Zehner),"7* (004 AH) - Au lieu-dit Krappenfels, on mentionne l’existence d’un  espace
rectangulaire (20 x 13 m) entouré  d’amoncellements  de  pierres  sur  trois
côtés, le quatrième étant formé par un mur de pierres  sèches.  Des  tessons
de céramique datés du Bronze final ont  été  découverts  en  surface.  A  la
suite d’un sondage réalisé au centre du site,  les  fouilleurs  ont  mis  au
jour un foyer (diam. :  2,50 m)  composé  d’une  couche  noire  mêlée  à  du
charbon de bois (épais. : 0,50 à 1 m), allant s’amincissant vers les  bords.
Au fond de cette couche se trouvait  : Gallia, 1966, p. 339, fig. 30.",
CAG68_wintzenheim_815b234f,Wagenweg,Wintzenheim,68,FR,HABITAT,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"8* (006 AH) - Au lieu-dit Wagenweg, une villa a été découverte  et  détruite
en 1873-1874, lors de l’implantation d’une vigne. Le site est mentionné  une
première fois dans les Affiches Alsaciennes, puis par  F.X.  Kraus  en  1884
sous la commune de Wettolsheim. L. Sig a consigné ces  découvertes  en  1922
dans un manuscrit inédit se trouvant au Musée d’Unterlinden. Il n’a  pas  vu
les vestiges mais a réalisé une enquête auprès des gens qui ont participé  à
l’opération.  Un  bâtiment  de  36  x  27 m  avait  été  mis  au  jour.  Les
aménagements internes étaient  luxueux :  dalles  de  marbre,  crépi  peint,
stucs. Un hypocauste était encore très bien  conservé  avec  ses  deux  sols
superposés ; les inventeurs mentionnent également une canalisation en  terre
cuite. La quasi-totalité du matériel semble avoir été jetée ou  pillée,  car
le musée d’Unterlinden ne conserve  que  quelques  céramiques  (sigillée  de
Rheinzabern, cruche gallo-belge d’Argonne en pâte  rouge).  Elle  permettent
néanmoins  de  proposer  une  fourchette   chronologique   de   l’occupation
romaine : IIe-IVe siècles apr. J.-C. Musée  d’Unterlinden,  Colmar,  n° inv.
Ap. 477, 645, 651 et 653 : Affiches Alsaciennes, 04.01.1874 et  15.02.1874 ;
- F.X. Kraus, 1884, p. 693 ;  - Ch.  Bonnet,  S.  Plouin,  1991-1992,  p. 8,
fig. 1, n° 12 ; 1993, p. 153-154, fig. 2, n° 12, fig. 6.",
CAG68_wintzenheim_c40ff450,Freitag,Wintzenheim,68,FR,NECROPOLE,,,,,GALLO_ROMAIN,,,,HIGH,CAG 68 — Haut-Rhin (M. Zehner),"9* (009 AH) - Au lieu-dit Freitag, L. Sig mentionne la  découverte  fortuite
d’un sarcophage réalisé à l’aide  d’une  cuve  monolithique  en  grès  rose,
couverte par une toiture de tuiles en bâtière.  Le  mobilier  funéraire  qui
accompagnait le défunt était composé  d’une  céramique  vernissée  verte  et
d’un fragment de fer, probablement une soie de scramasaxe. Les fragments  de
céramique permettent de dater cette sépulture de la seconde  moitié  du  IVe
siècle apr. J.-C. La tombe possède encore un caractère fortement romain.  La
découverte d’une soie de scramasaxe permet de conclure à  la  présence  d’un
Germain installé dans la région par les  autorités  romaines  et  combattant
probablement aux côtés des Romains dans une  armée  d’auxiliaires :  Rapport
manuscrit de L. Sig, 1929, Musée d’Unterlinden, Colmar ;  - Ch.  Bonnet,  S.
Plouin, 1993, p. 154-155, fig. 2, n° 13, fig. 7.",
